mon	feature	feature_val
arceusbug	eggGroups	Undiscovered
arceusdark	types	Dark
arceusdark	abilities	Multitype
arceusdark	eggGroups	Undiscovered
arceusdragon	types	Dragon
arceusdragon	abilities	Multitype
arceusdragon	eggGroups	Undiscovered
arceuselectric	types	Electric
arceuselectric	abilities	Multitype
arceuselectric	eggGroups	Undiscovered
arceusfairy	types	Fairy
arceusfairy	abilities	Multitype
arceusfairy	eggGroups	Undiscovered
arceusfighting	types	Fighting
arceusfighting	abilities	Multitype
arceusfighting	eggGroups	Undiscovered
arceusfire	types	Fire
arceusfire	abilities	Multitype
arceusfire	eggGroups	Undiscovered
arceusflying	types	Flying
arceusflying	abilities	Multitype
arceusflying	eggGroups	Undiscovered
arceusghost	types	Ghost
arceusghost	abilities	Multitype
arceusghost	eggGroups	Undiscovered
arceusgrass	types	Grass
arceusgrass	abilities	Multitype
arceusgrass	eggGroups	Undiscovered
arceusground	types	Ground
arceusground	abilities	Multitype
arceusground	eggGroups	Undiscovered
arceusice	types	Ice
arceusice	abilities	Multitype
arceusice	eggGroups	Undiscovered
arceuspoison	types	Poison
arceuspoison	abilities	Multitype
arceuspoison	eggGroups	Undiscovered
arceuspsychic	types	Psychic
arceuspsychic	abilities	Multitype
arceuspsychic	eggGroups	Undiscovered
arceusrock	types	Rock
arceusrock	abilities	Multitype
arceusrock	eggGroups	Undiscovered
arceussteel	types	Steel
arceussteel	abilities	Multitype
arceussteel	eggGroups	Undiscovered
arceuswater	types	Water
arceuswater	abilities	Multitype
arceuswater	eggGroups	Undiscovered
victini	types	Psychic
victini	types	Fire
victini	abilities	Victory Star
victini	eggGroups	Undiscovered
snivy	types	Grass
snivy	abilities	Overgrow
snivy	abilities	Contrary
snivy	eggGroups	Field
snivy	eggGroups	Grass
servine	types	Grass
servine	abilities	Overgrow
servine	abilities	Contrary
servine	eggGroups	Field
servine	eggGroups	Grass
serperior	types	Grass
serperior	abilities	Overgrow
serperior	abilities	Contrary
serperior	eggGroups	Field
serperior	eggGroups	Grass
tepig	types	Fire
tepig	abilities	Blaze
tepig	abilities	Thick Fat
tepig	eggGroups	Field
pignite	types	Fire
pignite	types	Fighting
pignite	abilities	Blaze
pignite	abilities	Thick Fat
pignite	eggGroups	Field
emboar	types	Fire
emboar	types	Fighting
emboar	abilities	Blaze
emboar	abilities	Reckless
emboar	eggGroups	Field
oshawott	types	Water
oshawott	abilities	Torrent
oshawott	abilities	Shell Armor
oshawott	eggGroups	Field
dewott	types	Water
dewott	abilities	Torrent
dewott	abilities	Shell Armor
dewott	eggGroups	Field
samurott	types	Water
samurott	abilities	Torrent
samurott	abilities	Shell Armor
samurott	eggGroups	Field
patrat	types	Normal
patrat	abilities	Run Away
patrat	abilities	Keen Eye
patrat	abilities	Analytic
patrat	eggGroups	Field
watchog	types	Normal
watchog	abilities	Illuminate
watchog	abilities	Keen Eye
watchog	abilities	Analytic
watchog	eggGroups	Field
lillipup	types	Normal
lillipup	abilities	Vital Spirit
lillipup	abilities	Pickup
lillipup	abilities	Run Away
lillipup	eggGroups	Field
herdier	types	Normal
herdier	abilities	Intimidate
herdier	abilities	Sand Rush
herdier	abilities	Scrappy
herdier	eggGroups	Field
stoutland	types	Normal
stoutland	abilities	Intimidate
stoutland	abilities	Sand Rush
stoutland	abilities	Scrappy
stoutland	eggGroups	Field
purrloin	types	Dark
purrloin	abilities	Limber
purrloin	abilities	Unburden
purrloin	abilities	Prankster
purrloin	eggGroups	Field
liepard	types	Dark
liepard	abilities	Limber
liepard	abilities	Unburden
liepard	abilities	Prankster
liepard	eggGroups	Field
pansage	types	Grass
pansage	abilities	Gluttony
pansage	abilities	Overgrow
pansage	eggGroups	Field
simisage	types	Grass
simisage	abilities	Gluttony
simisage	abilities	Overgrow
simisage	eggGroups	Field
pansear	types	Fire
pansear	abilities	Gluttony
pansear	abilities	Blaze
pansear	eggGroups	Field
simisear	types	Fire
simisear	abilities	Gluttony
simisear	abilities	Blaze
simisear	eggGroups	Field
panpour	types	Water
panpour	abilities	Gluttony
panpour	abilities	Torrent
panpour	eggGroups	Field
simipour	types	Water
simipour	abilities	Gluttony
simipour	abilities	Torrent
simipour	eggGroups	Field
munna	types	Psychic
munna	abilities	Forewarn
munna	abilities	Synchronize
munna	abilities	Telepathy
munna	eggGroups	Field
musharna	types	Psychic
musharna	abilities	Forewarn
musharna	abilities	Synchronize
musharna	abilities	Telepathy
musharna	eggGroups	Field
pidove	types	Normal
pidove	types	Flying
pidove	abilities	Big Pecks
pidove	abilities	Super Luck
pidove	abilities	Rivalry
pidove	eggGroups	Flying
tranquill	types	Normal
tranquill	types	Flying
tranquill	abilities	Big Pecks
tranquill	abilities	Super Luck
tranquill	abilities	Rivalry
tranquill	eggGroups	Flying
unfezant	types	Normal
unfezant	types	Flying
unfezant	abilities	Big Pecks
unfezant	abilities	Super Luck
unfezant	abilities	Rivalry
unfezant	eggGroups	Flying
blitzle	types	Electric
blitzle	abilities	Lightning Rod
blitzle	abilities	Motor Drive
blitzle	abilities	Sap Sipper
blitzle	eggGroups	Field
zebstrika	types	Electric
zebstrika	abilities	Lightning Rod
zebstrika	abilities	Motor Drive
zebstrika	abilities	Sap Sipper
zebstrika	eggGroups	Field
roggenrola	types	Rock
roggenrola	abilities	Sturdy
roggenrola	abilities	Weak Armor
roggenrola	abilities	Sand Force
roggenrola	eggGroups	Mineral
boldore	types	Rock
boldore	abilities	Sturdy
boldore	abilities	Weak Armor
boldore	abilities	Sand Force
boldore	eggGroups	Mineral
gigalith	types	Rock
gigalith	abilities	Sturdy
gigalith	abilities	Sand Stream
gigalith	abilities	Sand Force
gigalith	eggGroups	Mineral
woobat	types	Psychic
woobat	types	Flying
woobat	abilities	Unaware
woobat	abilities	Klutz
woobat	abilities	Simple
woobat	eggGroups	Flying
woobat	eggGroups	Field
swoobat	types	Psychic
swoobat	types	Flying
swoobat	abilities	Unaware
swoobat	abilities	Klutz
swoobat	abilities	Simple
swoobat	eggGroups	Flying
swoobat	eggGroups	Field
drilbur	types	Ground
drilbur	abilities	Sand Rush
drilbur	abilities	Sand Force
drilbur	abilities	Mold Breaker
drilbur	eggGroups	Field
excadrill	types	Ground
excadrill	types	Steel
excadrill	abilities	Sand Rush
excadrill	abilities	Sand Force
excadrill	abilities	Mold Breaker
excadrill	eggGroups	Field
audino	types	Normal
audino	abilities	Healer
audino	abilities	Regenerator
audino	abilities	Klutz
audino	eggGroups	Fairy
audinomega	types	Normal
audinomega	types	Fairy
audinomega	abilities	Healer
audinomega	eggGroups	Fairy
timburr	types	Fighting
timburr	abilities	Guts
timburr	abilities	Sheer Force
timburr	abilities	Iron Fist
timburr	eggGroups	Human-Like
gurdurr	types	Fighting
gurdurr	abilities	Guts
gurdurr	abilities	Sheer Force
gurdurr	abilities	Iron Fist
gurdurr	eggGroups	Human-Like
conkeldurr	types	Fighting
conkeldurr	abilities	Guts
conkeldurr	abilities	Sheer Force
conkeldurr	abilities	Iron Fist
conkeldurr	eggGroups	Human-Like
tympole	types	Water
tympole	abilities	Swift Swim
tympole	abilities	Hydration
tympole	abilities	Water Absorb
tympole	eggGroups	Water 1
palpitoad	types	Water
palpitoad	types	Ground
palpitoad	abilities	Swift Swim
palpitoad	abilities	Hydration
palpitoad	abilities	Water Absorb
palpitoad	eggGroups	Water 1
seismitoad	types	Water
seismitoad	types	Ground
seismitoad	abilities	Swift Swim
seismitoad	abilities	Poison Touch
seismitoad	abilities	Water Absorb
seismitoad	eggGroups	Water 1
throh	types	Fighting
throh	abilities	Guts
throh	abilities	Inner Focus
throh	abilities	Mold Breaker
throh	eggGroups	Human-Like
sawk	types	Fighting
sawk	abilities	Sturdy
sawk	abilities	Inner Focus
sawk	abilities	Mold Breaker
sawk	eggGroups	Human-Like
sewaddle	types	Bug
sewaddle	types	Grass
sewaddle	abilities	Swarm
sewaddle	abilities	Chlorophyll
sewaddle	abilities	Overcoat
sewaddle	eggGroups	Bug
swadloon	types	Bug
swadloon	types	Grass
swadloon	abilities	Leaf Guard
swadloon	abilities	Chlorophyll
swadloon	abilities	Overcoat
swadloon	eggGroups	Bug
leavanny	types	Bug
leavanny	types	Grass
leavanny	abilities	Swarm
leavanny	abilities	Chlorophyll
leavanny	abilities	Overcoat
leavanny	eggGroups	Bug
venipede	types	Bug
venipede	types	Poison
venipede	abilities	Poison Point
venipede	abilities	Swarm
venipede	abilities	Speed Boost
venipede	eggGroups	Bug
whirlipede	types	Bug
whirlipede	types	Poison
whirlipede	abilities	Poison Point
whirlipede	abilities	Swarm
whirlipede	abilities	Speed Boost
whirlipede	eggGroups	Bug
scolipede	types	Bug
scolipede	types	Poison
scolipede	abilities	Poison Point
scolipede	abilities	Swarm
scolipede	abilities	Speed Boost
scolipede	eggGroups	Bug
cottonee	types	Grass
cottonee	types	Fairy
cottonee	abilities	Prankster
cottonee	abilities	Infiltrator
cottonee	abilities	Chlorophyll
cottonee	eggGroups	Fairy
cottonee	eggGroups	Grass
whimsicott	types	Grass
whimsicott	types	Fairy
whimsicott	abilities	Prankster
whimsicott	abilities	Infiltrator
whimsicott	abilities	Chlorophyll
whimsicott	eggGroups	Fairy
whimsicott	eggGroups	Grass
petilil	types	Grass
petilil	abilities	Chlorophyll
petilil	abilities	Own Tempo
petilil	abilities	Leaf Guard
petilil	eggGroups	Grass
lilligant	types	Grass
lilligant	abilities	Chlorophyll
lilligant	abilities	Own Tempo
lilligant	abilities	Leaf Guard
lilligant	eggGroups	Grass
basculin	types	Water
basculin	abilities	Reckless
basculin	abilities	Adaptability
basculin	abilities	Mold Breaker
basculin	eggGroups	Water 2
basculinbluestriped	types	Water
basculinbluestriped	abilities	Rock Head
basculinbluestriped	abilities	Adaptability
basculinbluestriped	abilities	Mold Breaker
basculinbluestriped	eggGroups	Water 2
sandile	types	Ground
sandile	types	Dark
sandile	abilities	Intimidate
sandile	abilities	Moxie
sandile	abilities	Anger Point
sandile	eggGroups	Field
krokorok	types	Ground
krokorok	types	Dark
krokorok	abilities	Intimidate
krokorok	abilities	Moxie
krokorok	abilities	Anger Point
krokorok	eggGroups	Field
krookodile	types	Ground
krookodile	types	Dark
krookodile	abilities	Intimidate
krookodile	abilities	Moxie
krookodile	abilities	Anger Point
krookodile	eggGroups	Field
darumaka	types	Fire
darumaka	abilities	Hustle
darumaka	abilities	Inner Focus
darumaka	eggGroups	Field
darmanitan	types	Fire
darmanitan	abilities	Sheer Force
darmanitan	abilities	Zen Mode
darmanitan	eggGroups	Field
darmanitanzen	types	Fire
darmanitanzen	types	Psychic
darmanitanzen	abilities	Zen Mode
darmanitanzen	eggGroups	Field
maractus	types	Grass
maractus	abilities	Water Absorb
maractus	abilities	Chlorophyll
maractus	abilities	Storm Drain
maractus	eggGroups	Grass
dwebble	types	Bug
dwebble	types	Rock
dwebble	abilities	Sturdy
dwebble	abilities	Shell Armor
dwebble	abilities	Weak Armor
dwebble	eggGroups	Bug
dwebble	eggGroups	Mineral
crustle	types	Bug
crustle	types	Rock
crustle	abilities	Sturdy
crustle	abilities	Shell Armor
crustle	abilities	Weak Armor
crustle	eggGroups	Bug
crustle	eggGroups	Mineral
scraggy	types	Dark
scraggy	types	Fighting
scraggy	abilities	Shed Skin
scraggy	abilities	Moxie
scraggy	abilities	Intimidate
scraggy	eggGroups	Field
scraggy	eggGroups	Dragon
scrafty	types	Dark
scrafty	types	Fighting
scrafty	abilities	Shed Skin
scrafty	abilities	Moxie
scrafty	abilities	Intimidate
scrafty	eggGroups	Field
scrafty	eggGroups	Dragon
sigilyph	types	Psychic
sigilyph	types	Flying
sigilyph	abilities	Wonder Skin
sigilyph	abilities	Magic Guard
sigilyph	abilities	Tinted Lens
sigilyph	eggGroups	Flying
yamask	types	Ghost
yamask	abilities	Mummy
yamask	eggGroups	Mineral
yamask	eggGroups	Amorphous
cofagrigus	types	Ghost
cofagrigus	abilities	Mummy
cofagrigus	eggGroups	Mineral
cofagrigus	eggGroups	Amorphous
tirtouga	types	Water
tirtouga	types	Rock
tirtouga	abilities	Solid Rock
tirtouga	abilities	Sturdy
tirtouga	abilities	Swift Swim
tirtouga	eggGroups	Water 1
tirtouga	eggGroups	Water 3
carracosta	types	Water
carracosta	types	Rock
carracosta	abilities	Solid Rock
carracosta	abilities	Sturdy
carracosta	abilities	Swift Swim
carracosta	eggGroups	Water 1
carracosta	eggGroups	Water 3
archen	types	Rock
archen	types	Flying
archen	abilities	Defeatist
archen	eggGroups	Flying
archen	eggGroups	Water 3
archeops	types	Rock
archeops	types	Flying
archeops	abilities	Defeatist
archeops	eggGroups	Flying
archeops	eggGroups	Water 3
trubbish	types	Poison
trubbish	abilities	Stench
trubbish	abilities	Sticky Hold
trubbish	abilities	Aftermath
trubbish	eggGroups	Mineral
garbodor	types	Poison
garbodor	abilities	Stench
garbodor	abilities	Weak Armor
garbodor	abilities	Aftermath
garbodor	eggGroups	Mineral
zorua	types	Dark
zorua	abilities	Illusion
zorua	eggGroups	Field
zoroark	types	Dark
zoroark	abilities	Illusion
zoroark	eggGroups	Field
minccino	types	Normal
minccino	abilities	Cute Charm
minccino	abilities	Technician
minccino	abilities	Skill Link
minccino	eggGroups	Field
cinccino	types	Normal
cinccino	abilities	Cute Charm
cinccino	abilities	Technician
cinccino	abilities	Skill Link
cinccino	eggGroups	Field
gothita	types	Psychic
gothita	abilities	Frisk
gothita	abilities	Competitive
gothita	abilities	Shadow Tag
gothita	eggGroups	Human-Like
gothorita	types	Psychic
gothorita	abilities	Frisk
gothorita	abilities	Competitive
gothorita	abilities	Shadow Tag
gothorita	eggGroups	Human-Like
gothitelle	types	Psychic
gothitelle	abilities	Frisk
gothitelle	abilities	Competitive
gothitelle	abilities	Shadow Tag
gothitelle	eggGroups	Human-Like
solosis	types	Psychic
solosis	abilities	Overcoat
solosis	abilities	Magic Guard
solosis	abilities	Regenerator
solosis	eggGroups	Amorphous
duosion	types	Psychic
duosion	abilities	Overcoat
duosion	abilities	Magic Guard
duosion	abilities	Regenerator
duosion	eggGroups	Amorphous
reuniclus	types	Psychic
reuniclus	abilities	Overcoat
reuniclus	abilities	Magic Guard
reuniclus	abilities	Regenerator
reuniclus	eggGroups	Amorphous
ducklett	types	Water
ducklett	types	Flying
ducklett	abilities	Keen Eye
ducklett	abilities	Big Pecks
ducklett	abilities	Hydration
ducklett	eggGroups	Water 1
ducklett	eggGroups	Flying
swanna	types	Water
swanna	types	Flying
swanna	abilities	Keen Eye
swanna	abilities	Big Pecks
swanna	abilities	Hydration
swanna	eggGroups	Water 1
swanna	eggGroups	Flying
vanillite	types	Ice
vanillite	abilities	Ice Body
vanillite	abilities	Snow Cloak
vanillite	abilities	Weak Armor
vanillite	eggGroups	Mineral
vanillish	types	Ice
vanillish	abilities	Ice Body
vanillish	abilities	Snow Cloak
vanillish	abilities	Weak Armor
vanillish	eggGroups	Mineral
vanilluxe	types	Ice
vanilluxe	abilities	Ice Body
vanilluxe	abilities	Snow Warning
vanilluxe	abilities	Weak Armor
vanilluxe	eggGroups	Mineral
deerling	types	Normal
deerling	types	Grass
deerling	abilities	Chlorophyll
deerling	abilities	Sap Sipper
deerling	abilities	Serene Grace
deerling	eggGroups	Field
sawsbuck	types	Normal
sawsbuck	types	Grass
sawsbuck	abilities	Chlorophyll
sawsbuck	abilities	Sap Sipper
sawsbuck	abilities	Serene Grace
sawsbuck	eggGroups	Field
emolga	types	Electric
emolga	types	Flying
emolga	abilities	Static
emolga	abilities	Motor Drive
emolga	eggGroups	Field
karrablast	types	Bug
karrablast	abilities	Swarm
karrablast	abilities	Shed Skin
karrablast	abilities	No Guard
karrablast	eggGroups	Bug
escavalier	types	Bug
escavalier	types	Steel
escavalier	abilities	Swarm
escavalier	abilities	Shell Armor
escavalier	abilities	Overcoat
escavalier	eggGroups	Bug
foongus	types	Grass
foongus	types	Poison
foongus	abilities	Effect Spore
foongus	abilities	Regenerator
foongus	eggGroups	Grass
amoonguss	types	Grass
amoonguss	types	Poison
amoonguss	abilities	Effect Spore
amoonguss	abilities	Regenerator
amoonguss	eggGroups	Grass
frillish	types	Water
frillish	types	Ghost
frillish	abilities	Water Absorb
frillish	abilities	Cursed Body
frillish	abilities	Damp
frillish	eggGroups	Amorphous
jellicent	types	Water
jellicent	types	Ghost
jellicent	abilities	Water Absorb
jellicent	abilities	Cursed Body
jellicent	abilities	Damp
jellicent	eggGroups	Amorphous
alomomola	types	Water
alomomola	abilities	Healer
alomomola	abilities	Hydration
alomomola	abilities	Regenerator
alomomola	eggGroups	Water 1
alomomola	eggGroups	Water 2
joltik	types	Bug
joltik	types	Electric
joltik	abilities	Compound Eyes
joltik	abilities	Unnerve
joltik	abilities	Swarm
joltik	eggGroups	Bug
galvantula	types	Bug
galvantula	types	Electric
galvantula	abilities	Compound Eyes
galvantula	abilities	Unnerve
galvantula	abilities	Swarm
galvantula	eggGroups	Bug
ferroseed	types	Grass
ferroseed	types	Steel
ferroseed	abilities	Iron Barbs
ferroseed	eggGroups	Grass
ferroseed	eggGroups	Mineral
ferrothorn	types	Grass
ferrothorn	types	Steel
ferrothorn	abilities	Iron Barbs
ferrothorn	abilities	Anticipation
ferrothorn	eggGroups	Grass
ferrothorn	eggGroups	Mineral
klink	types	Steel
klink	abilities	Plus
klink	abilities	Minus
klink	abilities	Clear Body
klink	eggGroups	Mineral
klang	types	Steel
klang	abilities	Plus
klang	abilities	Minus
klang	abilities	Clear Body
klang	eggGroups	Mineral
klinklang	types	Steel
klinklang	abilities	Plus
klinklang	abilities	Minus
klinklang	abilities	Clear Body
klinklang	eggGroups	Mineral
tynamo	types	Electric
tynamo	abilities	Levitate
tynamo	eggGroups	Amorphous
eelektrik	types	Electric
eelektrik	abilities	Levitate
eelektrik	eggGroups	Amorphous
eelektross	types	Electric
eelektross	abilities	Levitate
eelektross	eggGroups	Amorphous
elgyem	types	Psychic
elgyem	abilities	Telepathy
elgyem	abilities	Synchronize
elgyem	abilities	Analytic
elgyem	eggGroups	Human-Like
beheeyem	types	Psychic
beheeyem	abilities	Telepathy
beheeyem	abilities	Synchronize
beheeyem	abilities	Analytic
beheeyem	eggGroups	Human-Like
litwick	types	Ghost
litwick	types	Fire
litwick	abilities	Flash Fire
litwick	abilities	Flame Body
litwick	abilities	Infiltrator
litwick	eggGroups	Amorphous
lampent	types	Ghost
lampent	types	Fire
lampent	abilities	Flash Fire
lampent	abilities	Flame Body
lampent	abilities	Infiltrator
lampent	eggGroups	Amorphous
chandelure	types	Ghost
chandelure	types	Fire
chandelure	abilities	Flash Fire
chandelure	abilities	Flame Body
chandelure	abilities	Infiltrator
chandelure	eggGroups	Amorphous
axew	types	Dragon
axew	abilities	Rivalry
axew	abilities	Mold Breaker
axew	abilities	Unnerve
axew	eggGroups	Monster
axew	eggGroups	Dragon
fraxure	types	Dragon
fraxure	abilities	Rivalry
fraxure	abilities	Mold Breaker
fraxure	abilities	Unnerve
fraxure	eggGroups	Monster
fraxure	eggGroups	Dragon
haxorus	types	Dragon
haxorus	abilities	Rivalry
haxorus	abilities	Mold Breaker
haxorus	abilities	Unnerve
haxorus	eggGroups	Monster
haxorus	eggGroups	Dragon
cubchoo	types	Ice
cubchoo	abilities	Snow Cloak
cubchoo	abilities	Slush Rush
cubchoo	abilities	Rattled
cubchoo	eggGroups	Field
beartic	types	Ice
beartic	abilities	Snow Cloak
beartic	abilities	Slush Rush
beartic	abilities	Swift Swim
beartic	eggGroups	Field
cryogonal	types	Ice
cryogonal	abilities	Levitate
cryogonal	eggGroups	Mineral
shelmet	types	Bug
shelmet	abilities	Hydration
shelmet	abilities	Shell Armor
shelmet	abilities	Overcoat
shelmet	eggGroups	Bug
accelgor	types	Bug
accelgor	abilities	Hydration
accelgor	abilities	Sticky Hold
accelgor	abilities	Unburden
accelgor	eggGroups	Bug
stunfisk	types	Ground
stunfisk	types	Electric
stunfisk	abilities	Static
stunfisk	abilities	Limber
stunfisk	abilities	Sand Veil
stunfisk	eggGroups	Water 1
stunfisk	eggGroups	Amorphous
mienfoo	types	Fighting
mienfoo	abilities	Inner Focus
mienfoo	abilities	Regenerator
mienfoo	abilities	Reckless
mienfoo	eggGroups	Field
mienfoo	eggGroups	Human-Like
mienshao	types	Fighting
mienshao	abilities	Inner Focus
mienshao	abilities	Regenerator
mienshao	abilities	Reckless
mienshao	eggGroups	Field
mienshao	eggGroups	Human-Like
druddigon	types	Dragon
druddigon	abilities	Rough Skin
druddigon	abilities	Sheer Force
druddigon	abilities	Mold Breaker
druddigon	eggGroups	Monster
druddigon	eggGroups	Dragon
golett	types	Ground
golett	types	Ghost
golett	abilities	Iron Fist
golett	abilities	Klutz
golett	abilities	No Guard
golett	eggGroups	Mineral
golurk	types	Ground
golurk	types	Ghost
golurk	abilities	Iron Fist
golurk	abilities	Klutz
golurk	abilities	No Guard
golurk	eggGroups	Mineral
pawniard	types	Dark
pawniard	types	Steel
pawniard	abilities	Defiant
pawniard	abilities	Inner Focus
pawniard	abilities	Pressure
pawniard	eggGroups	Human-Like
bisharp	types	Dark
bisharp	types	Steel
bisharp	abilities	Defiant
bisharp	abilities	Inner Focus
bisharp	abilities	Pressure
bisharp	eggGroups	Human-Like
bouffalant	types	Normal
bouffalant	abilities	Reckless
bouffalant	abilities	Sap Sipper
bouffalant	abilities	Soundproof
bouffalant	eggGroups	Field
rufflet	types	Normal
rufflet	types	Flying
rufflet	abilities	Keen Eye
rufflet	abilities	Sheer Force
rufflet	abilities	Hustle
rufflet	eggGroups	Flying
braviary	types	Normal
braviary	types	Flying
braviary	abilities	Keen Eye
braviary	abilities	Sheer Force
braviary	abilities	Defiant
braviary	eggGroups	Flying
vullaby	types	Dark
vullaby	types	Flying
vullaby	abilities	Big Pecks
vullaby	abilities	Overcoat
vullaby	abilities	Weak Armor
vullaby	eggGroups	Flying
mandibuzz	types	Dark
mandibuzz	types	Flying
mandibuzz	abilities	Big Pecks
mandibuzz	abilities	Overcoat
mandibuzz	abilities	Weak Armor
mandibuzz	eggGroups	Flying
heatmor	types	Fire
heatmor	abilities	Gluttony
heatmor	abilities	Flash Fire
heatmor	abilities	White Smoke
heatmor	eggGroups	Field
durant	types	Bug
durant	types	Steel
durant	abilities	Swarm
durant	abilities	Hustle
durant	abilities	Truant
durant	eggGroups	Bug
deino	types	Dark
deino	types	Dragon
deino	abilities	Hustle
deino	eggGroups	Dragon
zweilous	types	Dark
zweilous	types	Dragon
zweilous	abilities	Hustle
zweilous	eggGroups	Dragon
hydreigon	types	Dark
hydreigon	types	Dragon
hydreigon	abilities	Levitate
hydreigon	eggGroups	Dragon
larvesta	types	Bug
larvesta	types	Fire
larvesta	abilities	Flame Body
larvesta	abilities	Swarm
larvesta	eggGroups	Bug
volcarona	types	Bug
volcarona	types	Fire
volcarona	abilities	Flame Body
volcarona	abilities	Swarm
volcarona	eggGroups	Bug
cobalion	types	Steel
cobalion	types	Fighting
cobalion	abilities	Justified
cobalion	eggGroups	Undiscovered
terrakion	types	Rock
terrakion	types	Fighting
terrakion	abilities	Justified
terrakion	eggGroups	Undiscovered
virizion	types	Grass
virizion	types	Fighting
virizion	abilities	Justified
virizion	eggGroups	Undiscovered
tornadus	types	Flying
tornadus	abilities	Prankster
tornadus	abilities	Defiant
tornadus	eggGroups	Undiscovered
tornadustherian	types	Flying
tornadustherian	abilities	Regenerator
tornadustherian	eggGroups	Undiscovered
thundurus	types	Electric
thundurus	types	Flying
thundurus	abilities	Prankster
thundurus	abilities	Defiant
thundurus	eggGroups	Undiscovered
thundurustherian	types	Electric
thundurustherian	types	Flying
thundurustherian	abilities	Volt Absorb
thundurustherian	eggGroups	Undiscovered
reshiram	types	Dragon
reshiram	types	Fire
reshiram	abilities	Turboblaze
reshiram	eggGroups	Undiscovered
zekrom	types	Dragon
zekrom	types	Electric
zekrom	abilities	Teravolt
zekrom	eggGroups	Undiscovered
landorus	types	Ground
landorus	types	Flying
landorus	abilities	Sand Force
landorus	abilities	Sheer Force
landorus	eggGroups	Undiscovered
landorustherian	types	Ground
landorustherian	types	Flying
landorustherian	abilities	Intimidate
landorustherian	eggGroups	Undiscovered
kyurem	types	Dragon
kyurem	types	Ice
kyurem	abilities	Pressure
kyurem	eggGroups	Undiscovered
kyuremblack	types	Dragon
kyuremblack	types	Ice
kyuremblack	abilities	Teravolt
kyuremblack	eggGroups	Undiscovered
kyuremwhite	types	Dragon
kyuremwhite	types	Ice
kyuremwhite	abilities	Turboblaze
kyuremwhite	eggGroups	Undiscovered
keldeo	types	Water
keldeo	types	Fighting
keldeo	abilities	Justified
keldeo	eggGroups	Undiscovered
keldeoresolute	types	Water
keldeoresolute	types	Fighting
keldeoresolute	abilities	Justified
keldeoresolute	eggGroups	Undiscovered
meloetta	types	Normal
meloetta	types	Psychic
meloetta	abilities	Serene Grace
meloetta	eggGroups	Undiscovered
meloettapirouette	types	Normal
meloettapirouette	types	Fighting
meloettapirouette	abilities	Serene Grace
meloettapirouette	eggGroups	Undiscovered
genesect	types	Bug
genesect	types	Steel
genesect	abilities	Download
genesect	eggGroups	Undiscovered
genesectdouse	types	Bug
genesectdouse	types	Steel
genesectdouse	abilities	Download
genesectdouse	eggGroups	Undiscovered
genesectshock	types	Bug
genesectshock	types	Steel
genesectshock	abilities	Download
genesectshock	eggGroups	Undiscovered
genesectburn	types	Bug
genesectburn	types	Steel
genesectburn	abilities	Download
genesectburn	eggGroups	Undiscovered
genesectchill	types	Bug
genesectchill	types	Steel
genesectchill	abilities	Download
genesectchill	eggGroups	Undiscovered
chespin	types	Grass
chespin	abilities	Overgrow
chespin	abilities	Bulletproof
chespin	eggGroups	Field
quilladin	types	Grass
quilladin	abilities	Overgrow
quilladin	abilities	Bulletproof
quilladin	eggGroups	Field
chesnaught	types	Grass
chesnaught	types	Fighting
chesnaught	abilities	Overgrow
chesnaught	abilities	Bulletproof
chesnaught	eggGroups	Field
fennekin	types	Fire
fennekin	abilities	Blaze
fennekin	abilities	Magician
fennekin	eggGroups	Field
braixen	types	Fire
braixen	abilities	Blaze
braixen	abilities	Magician
braixen	eggGroups	Field
delphox	types	Fire
delphox	types	Psychic
delphox	abilities	Blaze
delphox	abilities	Magician
delphox	eggGroups	Field
froakie	types	Water
froakie	abilities	Torrent
froakie	abilities	Protean
froakie	eggGroups	Water 1
frogadier	types	Water
frogadier	abilities	Torrent
frogadier	abilities	Protean
frogadier	eggGroups	Water 1
greninja	types	Water
greninja	types	Dark
greninja	abilities	Torrent
greninja	abilities	Protean
greninja	abilities	Battle Bond
greninja	eggGroups	Water 1
greninjaash	types	Water
greninjaash	types	Dark
greninjaash	abilities	Battle Bond
greninjaash	eggGroups	Undiscovered
bunnelby	types	Normal
bunnelby	abilities	Pickup
bunnelby	abilities	Cheek Pouch
bunnelby	abilities	Huge Power
bunnelby	eggGroups	Field
diggersby	types	Normal
diggersby	types	Ground
diggersby	abilities	Pickup
diggersby	abilities	Cheek Pouch
diggersby	abilities	Huge Power
diggersby	eggGroups	Field
fletchling	types	Normal
fletchling	types	Flying
fletchling	abilities	Big Pecks
fletchling	abilities	Gale Wings
fletchling	eggGroups	Flying
fletchinder	types	Fire
fletchinder	types	Flying
fletchinder	abilities	Flame Body
fletchinder	abilities	Gale Wings
fletchinder	eggGroups	Flying
talonflame	types	Fire
talonflame	types	Flying
talonflame	abilities	Flame Body
talonflame	abilities	Gale Wings
talonflame	eggGroups	Flying
scatterbug	types	Bug
scatterbug	abilities	Shield Dust
scatterbug	abilities	Compound Eyes
scatterbug	abilities	Friend Guard
scatterbug	eggGroups	Bug
spewpa	types	Bug
spewpa	abilities	Shed Skin
spewpa	abilities	Friend Guard
spewpa	eggGroups	Bug
vivillon	types	Bug
vivillon	types	Flying
vivillon	abilities	Shield Dust
vivillon	abilities	Compound Eyes
